系組代碼,校名,系組名,學群,學類,普通生錄取分數,學測_國文,學測_英文,分科_數甲,學測_數學A,學測_數學B,學測_自然,學測_社會,分科_地理,分科_歷史,分科_公民,分科_物理,分科_化學,分科_生物,同分參酌1_科目,同分參酌1_分數,同分參酌2_科目,同分參酌2_分數,同分參酌3_科目,同分參酌3_分數,,1,大學,科系
231,國立成功大學,外國語文學系,外語學群,英語文學類,272.5,1.5,2,,,,,,1,1,,,,,英,45,,,,,,,,
232,國立成功大學,歷史學系,文史哲學群,歷史學類,240.5,1.25,1.25,,,,,,1,1.5,,,,,歷,52,,,,,,,國立成功大學,歷史學系
233,國立成功大學,台灣文學系,文史哲學群,臺灣語文學類,264,1.5,1.5,,,1,,,1,1,,,,,,,,,,,,,,
234,國立成功大學,數學系,數理化學群,數學學類,295,1,1.5,2,,,,,,,,1.5,1,,,,,,,,,,國立成功大學,數學系
235,國立成功大學,物理學系,數理化學群,物理學類,222,,1,1,1,,,,,,,1,1,,,,,,,,,,國立成功大學,物理學系
236,國立成功大學,化學系,數理化學群,化學學類,268.25,1,1,1.25,,,,,,,,1.25,1.5,,化,52,,,,,,,國立成功大學,化學系
237,國立成功大學,地球科學系,地球與環境學群,地質地球與環境科學學類,202,1,1,1,,,,,,,,1,1,,數甲,30,,,,,,,國立成功大學,地球科學系
237,國立成功大學,地球科學系,地球與環境學群,大氣科學學類,202,1,1,1,,,,,,,,1,1,,數甲,30,,,,,,,國立成功大學,地球科學系
240,國立成功大學,光電科學與工程學系,工程學群,光電學類,229,1,1,1,,,,,,,,1,1,,物,51,數甲,45,5,,,,國立成功大學,光電科學與工程學系
241,國立成功大學,機械工程學系,工程學群,機械工程學類,220,,1,2,,,,,,,,2,,,數甲,38,物,53,3,,,,,
242,國立成功大學,機械工程學系(普渡雙聯組),工程學群,機械工程學類,144,,1,1,,,,,,,,1,,,數甲,46,,,,,,,,
243,國立成功大學,化學工程學系,工程學群,化學工程學類,259.25,1,1,1.25,,,,,,,,1.25,1.25,,數甲,40,,,,,,,國立成功大學,化學工程學系
244,國立成功大學,材料科學及工程學系,工程學群,材料工程學類,192,,,,1,,,,,,,1.5,1.5,,物,51,,,,,,,國立成功大學,材料科學及工程學系
245,國立成功大學,資源工程學系,工程學群,工程科學學類,220,1,1,,1,,,,,,,1,1,,數A,44,,,,,,,國立成功大學,資源工程學系
245,國立成功大學,資源工程學系,地球與環境學群,工程科學學類,220,1,1,,1,,,,,,,1,1,,數A,44,,,,,,,國立成功大學,資源工程學系
246,國立成功大學,土木工程學系,工程學群,土木工程學類,215,1,1,,1,,,,,,,1,1,,數A,51,,,,,,,國立成功大學,土木工程學系
247,國立成功大學,水利及海洋工程學系,工程學群,水利／海洋工程學類,231,1,1.25,1.75,,,,,,,,1.5,,,,,,,,,,,國立成功大學,水利及海洋工程學系
250,國立成功大學,工程科學系,工程學群,工程科學學類,232,1,1,1,,,,,,,,1,1,,數甲,38,,,,,,,國立成功大學,工程科學系
250,國立成功大學,工程科學系,工程學群,水利／海洋工程學類,232,1,1,1,,,,,,,,1,1,,數甲,38,,,,,,,國立成功大學,工程科學系
251,國立成功大學,系統及船舶機電工程學系,工程學群,工程科學學類,220,1,1,1,,,,,,,,1,1,,,,,,,,,,國立成功大學,系統及船舶機電工程學系
251,國立成功大學,系統及船舶機電工程學系,工程學群,水利／海洋工程學類,220,1,1,1,,,,,,,,1,1,,,,,,,,,,國立成功大學,系統及船舶機電工程學系
252,國立成功大學,航空太空工程學系,工程學群,航空工程學類,184,1,1,1,,,,,,,,1,,,數甲,38,,,,,,,國立成功大學,航空太空工程學系
253,國立成功大學,環境工程學系,工程學群,環境工程學類,212,1,1,1,,,,,,,,1,1,,數甲,37,,,,,,,國立成功大學,環境工程學系
253,國立成功大學,環境工程學系,地球與環境學群,環境工程學類,212,1,1,1,,,,,,,,1,1,,數甲,37,,,,,,,國立成功大學,環境工程學系
254,國立成功大學,測量及空間資訊學系,工程學群,土木工程學類,293,1,2,2,,,,,,,,2,,,,,,,,,,,國立成功大學,測量及空間資訊學系
255,國立成功大學,生物醫學工程學系,工程學群,生醫／醫學工程學類,224,1,1,1,,,,,,,,1,1,,數甲,29,,,,,,,國立成功大學,生物醫學工程學系
255,國立成功大學,生物醫學工程學系,生命科學學群,生醫／醫學工程學類,224,1,1,1,,,,,,,,1,1,,數甲,29,,,,,,,國立成功大學,生物醫學工程學系
255,國立成功大學,生物醫學工程學系,生命科學學群,生命科學學類,224,1,1,1,,,,,,,,1,1,,數甲,29,,,,,,,國立成功大學,生物醫學工程學系
256,國立成功大學,工業與資訊管理學系,工程學群,工業工程與管理學類,216,,1,1,1,,,,,,,1,1,,數A,46,,,,,,,國立成功大學,工業與資訊管理學系
256,國立成功大學,工業與資訊管理學系,管理學群,工業工程與管理學類,216,,1,1,1,,,,,,,1,1,,數A,46,,,,,,,國立成功大學,工業與資訊管理學系
257,國立成功大學,交通管理科學系,工程學群,運輸物流管理學類,191,1,1.25,1.25,,,,,,,,1,,,,,,,,,,,國立成功大學,交通管理科學系
257,國立成功大學,交通管理科學系,管理學群,運輸物流管理學類,191,1,1.25,1.25,,,,,,,,1,,,,,,,,,,,國立成功大學,交通管理科學系
260,國立成功大學,企業管理學系,管理學群,企業管理學類,285,1,2,,,2,,,,,1,,,,英,50,數B,44,國,51,,,,
261,國立成功大學,統計學系,數理化學群,統計學類,178,1,1.5,1.5,,,,,,,,,,,數甲,36,,,,,,,國立成功大學,統計學系
261,國立成功大學,統計學系,財經學群,統計學類,178,1,1.5,1.5,,,,,,,,,,,數甲,36,,,,,,,國立成功大學,統計學系
262,國立成功大學,會計學系,財經學群,會計學類,288,1,2,,,2,,,,,1,,,,,,,,,,,,國立成功大學,會計學系
263,國立成功大學,醫學系(自費),醫藥衛生學群,醫學學類,275,,1,1,,,,,,,,1,1,1,數甲,48,,,,,,,國立成功大學,醫學系
264,國立成功大學,醫學系(公費),醫藥衛生學群,醫學學類,255,,1,1,,,,,,,,1,1,1,數甲,44,,,,,,,國立成功大學,醫學系
265,國立成功大學,牙醫學系,醫藥衛生學群,牙醫學類,265,,1,1,,,,,,,,1,1,1,數甲,50,,,,,,,國立成功大學,牙醫學系
266,國立成功大學,醫學檢驗生物技術學系,醫藥衛生學群,醫學檢驗暨生物技術學類,266,1,1.25,1,,,,,,,,,1.25,1.25,,,,,,,,,國立成功大學,醫學檢驗生物技術學系
267,國立成功大學,護理學系,醫藥衛生學群,護理學類,259.5,1,1.5,1,,,,,,,,,1,1.5,,,,,,,,,國立成功大學,護理學系
270,國立成功大學,職能治療學系,醫藥衛生學群,職能治療學類,200,1,1,,1,,,,,,,,,1,,,,,,,,,國立成功大學,職能治療學系
271,國立成功大學,物理治療學系,醫藥衛生學群,物理治療學類,253.75,1,1.25,1,,,,,,,,1,,1,,,,,,,,,國立成功大學,物理治療學系
272,國立成功大學,藥學系,醫藥衛生學群,藥學學類,266.25,1,1,1,,,,,,,,,1.25,1,,,,,,,,,國立成功大學,藥學系
273,國立成功大學,政治學系,法政學群,政治學類,217.75,1.25,1.25,,,,,,,1,1,,,,英,46,,,,,,,國立成功大學,政治學系
274,國立成功大學,經濟學系(自然組),財經學群,經濟學類,248.5,1.5,2,2,,,,,,,,,,,,,,,,,,,國立成功大學,經濟學系
275,國立成功大學,經濟學系(社會組),財經學群,經濟學類,322,1,2,,2,,,,,,2,,,,數A,51,,,,,,,國立成功大學,經濟學系
276,國立成功大學,法律學系,法政學群,法律學類,243,1,1,,,1,,,,1,1,,,,公,50,,,,,,,國立成功大學,法律學系
277,國立成功大學,心理學系,社會與心理學群,心理學類,268.5,1,1.5,1.5,,,,,,,,,1,1,,,,,,,,,國立成功大學,心理學系
300,國立成功大學,電機工程學系,工程學群,電機工程學類,250,1,1,1,,,,,,,,1,1,,數甲,49,物,59,9,,,,,
301,國立成功大學,電機工程學系(普渡雙聯組),工程學群,電機工程學類,211,,1,1,,,,,,,,1,1,,,,,,,,,,,
302,國立成功大學,資訊工程學系,資訊學群,資訊工程學類,245,1,1,1,,,,,,,,1,1,,數甲,50,,,,,,,,
303,國立成功大學,資訊工程學系(普渡雙聯組),資訊學群,資訊工程學類,254,1,1,1,,,,,,,,1,1,,,,,,,,,,,
304,國立成功大學,建築學系,工程學群,建築學類,197.25,,1,1.25,,,,,,,,1.25,1,,數甲,43,,,,,,,國立成功大學,建築學系
304,國立成功大學,建築學系,建築與設計學群,建築學類,197.25,,1,1.25,,,,,,,,1.25,1,,數甲,43,,,,,,,國立成功大學,建築學系
305,國立成功大學,都市計劃學系(自然組),建築與設計學群,都市計畫學類,284.5,1.5,1.5,,1.5,,,,,,,1,1,,,,,,,,,,國立成功大學,都市計劃學系
306,國立成功大學,都市計劃學系(社會組),建築與設計學群,都市計畫學類,297,1.5,1.5,,1.5,,,,1,1,,,,,數A,44,,,,,,,國立成功大學,都市計劃學系
307,國立成功大學,工業設計學系,建築與設計學群,工業設計學類,259,1,1.5,1,,,,,,,,1.5,1,,,,,,,,,,國立成功大學,工業設計學系
310,國立成功大學,生命科學系,生命科學學群,生命科學學類,267.75,,1.25,,1,,,,,,,1,1.5,1.5,生,53,,,,,,,國立成功大學,生命科學系
311,國立成功大學,生物科技與產業科學系,生命科學學群,生物科技學類,248.5,,1.5,,,,,,,,,1,1.5,1.5,,,,,,,,,國立成功大學,生物科技與產業科學系
312,國立成功大學,全校不分系學士學位學程,不分系學群,不分系學類,150,1,1,1,,,,,,,,,,,數甲,48,,,,,,,國立成功大學,全校不分系學士學位學程
313,東吳大學,中國文學系,文史哲學群,中國語文學類,118,2,1,,,,,,,1,,,,,,,,,,,,,,
314,東吳大學,歷史學系,文史哲學群,歷史學類,161,1,1,,,,,,,2,,,,,,,,,,,,,東吳大學,歷史學系
315,東吳大學,哲學系,文史哲學群,哲學學類,173,2,2,,,2,,,,,1,,,,,,,,,,,,東吳大學,哲學系
316,東吳大學,政治學系,法政學群,政治學類,206.5,1.5,1.5,,,1,,,,,1.5,,,,,,,,,,,,,
317,東吳大學,社會學系,社會與心理學群,社會學學類,169,1.5,1.5,,,1,,,,,1.5,,,,,,,,,,,,,
320,東吳大學,社會工作學系,社會與心理學群,社會工作學類,171.5,1.5,1,,,1,,,,,2,,,,國,43,,,,,,,東吳大學,社會工作學系
321,東吳大學,音樂學系-鋼琴.聲樂.弦樂.理論作曲,藝術學群,音樂學類,219.26,1,1,,,,,,,1,,,,,,,,,,,,,,
322,東吳大學,音樂學系-銅管樂.木管樂.擊樂,藝術學群,音樂學類,211.24,1,1,,,,,,,1,,,,,,,,,,,,,,
323,東吳大學,英文學系,外語學群,英語文學類,137.5,1.5,2,,,,,,,1,,,,,英,31,,,,,,,,
324,東吳大學,日本語文學系,外語學群,日語文學類,189.5,1.5,1.5,,,,,,,1,1,,,,,,,,,,,,東吳大學,日本語文學系
325,東吳大學,德國文化學系,外語學群,歐語文學類,164.5,1.5,2,,,,,,,1.5,,,,,英,29,,,,,,,東吳大學,德國文化學系
326,東吳大學,數學系,數理化學群,數學學類,119,1.5,1.5,2,,,,,,,,,,,,,,,,,,,,
327,東吳大學,物理學系,數理化學群,物理學類,101.5,,1,1.5,,,,,,,,2,,,,,,,,,,,,
330,東吳大學,化學系,數理化學群,化學學類,87.5,,1,1.5,,,,,,,,,2,,化,23,,,,,,,,
331,東吳大學,微生物學系,生命科學學群,生命科學學類,109.5,1,1.5,,,,,,,,,,1.5,,,,,,,,,,,
332,東吳大學,心理學系,社會與心理學群,心理學類,143,1,2,1.5,,,,,,,,,,,,,,,,,,,東吳大學,心理學系
333,東吳大學,法律學系,法政學群,法律學類,309.5,2,2,,,,,,,1,1.5,,,,英,41,國,54,4,,,,東吳大學,法律學系
334,東吳大學,經濟學系,財經學群,經濟學類,224,1.5,2,,,2,,,,,1,,,,,,,,,,,,,
335,東吳大學,會計學系,財經學群,會計學類,135.5,,1.25,,,1.25,,,,,1,,,,,,,,,,,,,
336,東吳大學,企業管理學系,管理學群,企業管理學類,99,,1,,,1,,,,,1,,,,英,20,,,,,,,,
337,東吳大學,國際經營與貿易學系,財經學群,國際企業學類,199,1,2,,,1.5,,,,,1,,,,英,33,數B,34,4,,,,,
340,東吳大學,財務工程與精算數學系,財經學群,財務金融學類,156,1,1,,,2,,,,,1,,,,數B,34,,,,,,,,
341,東吳大學,資訊管理學系,管理學群,資訊管理學類,116,,1.25,,,1.5,,,,,1,,,,,,,,,,,,,
342,東吳大學,資料科學系,數理化學群,統計學類,100,,1.5,,,1.5,,,,,1,,,,,,,,,,,,東吳大學,資料科學系(原巨量資料管理學院學士學位學程)
343,國立政治大學,中國文學系,文史哲學群,中國語文學類,236,1.5,1.25,,,,,,1,1,,,,,,,,,,,,,國立政治大學,中國文學系
344,國立政治大學,歷史學系,文史哲學群,歷史學類,284.5,1,1,,,,,,1,1.5,,,,,國,56,,,,,,,國立政治大學,歷史學系
345,國立政治大學,哲學系,文史哲學群,哲學學類,271.5,1.25,1.25,,,1,,,,1,1.25,,,,,,,,,,,,國立政治大學,哲學系
346,國立政治大學,教育學系,教育學群,教育學類,334,1,2,,,1,,,,,2,,,,英,49,,,,,,,國立政治大學,教育學系
347,國立政治大學,政治學系,法政學群,政治學類,331,1.75,1.75,,,,,,,1,2,,,,,,,,,,,,國立政治大學,政治學系
350,國立政治大學,社會學系,社會與心理學群,社會學學類,250,1,2,,,,,,,,2,,,,,,,,,,,,國立政治大學,社會學系
351,國立政治大學,財政學系(A組),財經學群,財稅學類,234,1,1.5,,1.5,,,,,,1,,,,,,,,,,,,國立政治大學,財政學系
352,國立政治大學,財政學系(B組),財經學群,財稅學類,181.5,1,1.5,1.5,,,,,,,,,,,,,,,,,,,國立政治大學,財政學系
353,國立政治大學,公共行政學系,法政學群,行政管理學類,253,1,2,,,,,,,,2,,,,英,48,,,,,,,國立政治大學,公共行政學系
353,國立政治大學,公共行政學系,管理學群,行政管理學類,253,1,2,,,,,,,,2,,,,英,48,,,,,,,國立政治大學,公共行政學系
354,國立政治大學,地政學系土地資源規劃組,法政學群,地政與土地資產管理學類,304,1.5,1.5,,1.5,,,,1,,1,,,,國,52,英,45,5,,,,國立政治大學,地政學系
354,國立政治大學,地政學系土地資源規劃組,管理學群,地政與土地資產管理學類,304,1.5,1.5,,1.5,,,,1,,1,,,,國,52,英,45,5,,,,國立政治大學,地政學系
355,國立政治大學,地政學系土地管理組,法政學群,地政與土地資產管理學類,310,1.5,1.5,,1.5,,,,1,,1,,,,,,,,,,,,國立政治大學,地政學系
355,國立政治大學,地政學系土地管理組,管理學群,地政與土地資產管理學類,310,1.5,1.5,,1.5,,,,1,,1,,,,,,,,,,,,國立政治大學,地政學系
356,國立政治大學,地政學系土地測量與資訊組,法政學群,地政與土地資產管理學類,268,1.25,1.5,2,,,,,,,,1,1,,,,,,,,,,國立政治大學,地政學系
356,國立政治大學,地政學系土地測量與資訊組,管理學群,地政與土地資產管理學類,268,1.25,1.5,2,,,,,,,,1,1,,,,,,,,,,國立政治大學,地政學系
357,國立政治大學,經濟學系(社會組),財經學群,經濟學類,210.5,,1.5,,2,,,,,,1,,,,數A,51,,,,,,,國立政治大學,經濟學系
360,國立政治大學,經濟學系(自然組),財經學群,經濟學類,198,,1.5,2,,,,,,,,,,,,,,,,,,,國立政治大學,經濟學系
361,國立政治大學,民族學系,社會與心理學群,人類／民族學學類,293.75,1,1,,,,,,1.25,1.25,1.5,,,,,,,,,,,,國立政治大學,民族學系
362,國立政治大學,外交學系,法政學群,政治學類,324.5,1.5,1.75,,,,,,1,1,1,,,,,,,,,,,,國立政治大學,外交學系
363,國立政治大學,國際經營與貿易學系(A組),財經學群,國際企業學類,366.5,1.5,2,,2,,,,1,1,,,,,,,,,,,,,國立政治大學,國際經營與貿易學系
364,國立政治大學,國際經營與貿易學系(B組),財經學群,國際企業學類,258,1.5,2,2,,,,,,,,,,,,,,,,,,,國立政治大學,國際經營與貿易學系
365,國立政治大學,金融學系(社會組),財經學群,財務金融學類,296,1,2,,2,,,,,,1,,,,數A,43,,,,,,,,
366,國立政治大學,金融學系(自然組),財經學群,財務金融學類,212.5,1,1.5,2,,,,,,,,,,,,,,,,,,,,
367,國立政治大學,會計學系(A組),財經學群,會計學類,307,1.5,2,,2,,,,,,1,,,,英,52,,,,,,,國立政治大學,會計學系
370,國立政治大學,會計學系(B組),財經學群,會計學類,257,1.5,2,2,,,,,,,,,,,,,,,,,,,國立政治大學,會計學系
371,國立政治大學,統計學系(A組),數理化學群,統計學類,329.5,1.5,1.5,2,,,,,1,1,,,,,,,,,,,,,國立政治大學,統計學系
371,國立政治大學,統計學系(A組),財經學群,統計學類,329.5,1.5,1.5,2,,,,,1,1,,,,,,,,,,,,,國立政治大學,統計學系
372,國立政治大學,統計學系(B組),數理化學群,統計學類,307.5,1.5,1.5,2,,,,,,,,1,1,,,,,,,,,,國立政治大學,統計學系
372,國立政治大學,統計學系(B組),財經學群,統計學類,307.5,1.5,1.5,2,,,,,,,,1,1,,,,,,,,,,國立政治大學,統計學系
373,國立政治大學,企業管理學系(A組),管理學群,企業管理學類,302.5,1,1,,1,,,,1.5,1.5,,,,,數A,39,,,,,,,,
374,國立政治大學,企業管理學系(B組),管理學群,企業管理學類,179,1,1,2,,,,,,,,,,,數甲,43,,,,,,,,
375,國立政治大學,資訊管理學系(社會組),管理學群,資訊管理學類,334,1,2,,2,,,,1,,1,,,,數A,42,,,,,,,,
376,國立政治大學,資訊管理學系(自然組),管理學群,資訊管理學類,226,1,2,2,,,,,,,,,,,,,,,,,,,,
377,國立政治大學,財務管理學系(A組),財經學群,財務金融學類,296,1,1.5,,,,,,1,1,1,,,,,,,,,,,,,
400,國立政治大學,財務管理學系(B組),財經學群,財務金融學類,218.5,1,1.5,2,,,,,,,,,,,,,,,,,,,,
401,國立政治大學,風險管理與保險學系(A組),財經學群,保險學類,307.5,1.5,2,,2,,,,,,1,,,,英,48,,,,,,,國立政治大學,風險管理與保險學系
402,國立政治大學,風險管理與保險學系(B組),財經學群,保險學類,249.5,1.5,2,2,,,,,,,,,,,數甲,41,,,,,,,國立政治大學,風險管理與保險學系
403,國立政治大學,傳播學院大一大二不分系(社會組),大眾傳播學群,大眾傳播學類,291.5,1.5,1.5,,,1,,,,1,1,,,,,,,,,,,,國立政治大學,傳播學院大一大二不分系
404,國立政治大學,傳播學院大一大二不分系(自然組),大眾傳播學群,大眾傳播學類,266,1,1.5,,1.5,,,,,,,1,1,,,,,,,,,,國立政治大學,傳播學院大一大二不分系
405,國立政治大學,英國語文學系,外語學群,英語文學類,316.5,1.5,2,,,1,,,1,1,,,,,,,,,,,,,,
406,國立政治大學,阿拉伯語文學系,外語學群,東方語文學類,290.5,1.5,1.5,,,1,,,1,1.25,,,,,,,,,,,,,國立政治大學,阿拉伯語文學系
407,國立政治大學,斯拉夫語文學系,外語學群,東方語文學類,245.5,1.5,1.5,,,,,,1,1,,,,,英,46,,,,,,,國立政治大學,斯拉夫語文學系
410,國立政治大學,日本語文學系,外語學群,日語文學類,254.5,1.5,1.5,,,,,,1,1,,,,,英,53,,,,,,,國立政治大學,日本語文學系
411,國立政治大學,韓國語文學系,外語學群,東方語文學類,288,1.5,1.5,,,1,,,1,1,,,,,國,53,,,,,,,國立政治大學,韓國語文學系
412,國立政治大學,土耳其語文學系,外語學群,東方語文學類,317,2,2,,,,,,1,1.5,,,,,,,,,,,,,國立政治大學,土耳其語文學系
413,國立政治大學,歐洲語文學系法文組,外語學群,歐語文學類,290,1.5,1.5,,,1,,,1,1,,,,,,,,,,,,,國立政治大學,歐洲語文學系
414,國立政治大學,歐洲語文學系德文組,外語學群,歐語文學類,291.5,1.5,1.5,,,1,,,1,1,,,,,,,,,,,,,國立政治大學,歐洲語文學系
